Company,Location_HQ,Industry,Laid_Off_Count,Date,Source,Funds_Raised,Stage,Date_Added,Country,Percentage,List_of_Employees_Laid_Off
PolicyGenius,New York City,Finance,170,02-06-2022 00:00,https://techcrunch.com/2022/06/02/insurtech-policygenius-cuts-25-of-staff-less-than-3-months-after-raising-125m/,286,Series E,02-06-2022 19:58,United States,0.25,Unknown
Yojak,Gurugram,Construction,140,02-06-2022 00:00,https://inc42.com/buzz/info-edge-backed-yojak-lays-off-around-140-employees/,3,Seed,05-06-2022 21:38,India,0.5,Unknown
Envato,Melbourne,Marketing,100,02-06-2022 00:00,https://www.smartcompany.com.au/technology/envato-redundancy-business-restructuring/,,Unknown,02-06-2022 20:30,Australia,,Unknown
Gemini,New York City,Crypto,100,02-06-2022 00:00,https://www.bloomberg.com/news/articles/2022-06-02/winklevoss-twins-gemini-slashes-staff-10-on-crypto-slump,423,Unknown,02-06-2022 16:45,United States,0.1,Unknown
Stord,Atlanta,Logistics,59,02-06-2022 00:00,https://www.businessinsider.com/stord-layoffs-supply-chain-tech-startup-after-raising-120-million-2022-6,325,Series D,03-06-2022 17:55,United States,0.08,Unknown
Gather,SF Bay Area,Consumer,30,02-06-2022 00:00,https://www.forbes.com/sites/kenrickcai/2022/07/08/gather-town-layoffs-virtual-office-startup-june-2022/?sh=2ca5ac9d4748,76,Series B,16-06-2022 02:47,United States,0.33,Unknown
Shef,SF Bay Area,Food,29,02-06-2022 00:00,Internal memo,28,Series A,03-06-2022 22:21,United States,,Unknown
IRL,SF Bay Area,Consumer,25,02-06-2022 00:00,https://techcrunch.com/2022/06/02/irl-layoffs-abraham-shafi-social-media/,197,Series C,02-06-2022 20:29,United States,0.25,Unknown
Esme Learning,Boston,Education,,02-06-2022 00:00,https://esmelearning.com/blogs/news/esmes-new-horizon,37,Unknown,02-06-2022 23:48,United States,,Unknown
Kaodim,Selangor,Consumer,,02-06-2022 00:00,"https://www.thestar.com.my/tech/tech-news/2022/06/02/malaysian-startup-kaodim-to-shut-down-on-july-1-cites-rising-costs-among-challenges#:~:text=Kaodim%20has%20announced%20that%20its,operational%20from%20July%201%2C%202022",17,Series B,11-06-2022 04:04,United States,1,Unknown
Rain,Manama,Finance,,02-06-2022 00:00,https://www.bloomberg.com/news/articles/2022-06-02/coinbase-backed-rain-cuts-jobs-amid-cryptocurrency-selloff?srnd=technology-vp#xj4y7vzkg,202,Series B,04-06-2022 22:00,Bahrain,,Unknown
TomTom,Amsterdam,Transportation,500,01-06-2022 00:00,https://www.businessinsider.com/tomtom-gps-navigation-tech-layoffs-employees-maps-unit-2022-6,,Post-IPO,24-01-2023 23:00,Netherlands,0.1,Unknown
Cybereason,Boston,Security,100,01-06-2022 00:00,https://www.calcalistech.com/ctechnews/article/s1zg60v005,750,Series F,01-06-2022 15:45,United States,0.06,Unknown
Udayy,Gurugram,Education,100,01-06-2022 00:00,https://www.moneycontrol.com/news/business/startup/info-edge-backed-edtech-startup-udayy-shuts-down-lays-off-all-employees-8621551.html,2,Seed,01-06-2022 15:41,India,1,Unknown
2TM,Sao Paulo,Crypto,90,01-06-2022 00:00,"https://www.terra.com.br/noticias/tecnologia/2tm-dono-do-mercado-bitcoin-demite-90-funcionarios,9ce67613ba7b79292f03bc2027ceb77e9uw5hy0w.html",250,Unknown,02-06-2022 03:21,Brazil,0.12,Unknown
Curve,London,Finance,65,01-06-2022 00:00,https://www.altfi.com/article/9332_exclusive-curve-joins-klarna-in-mass-jobs-cut,182,Series C,02-06-2022 18:07,United Kingdom,0.1,Unknown
Loom,SF Bay Area,Product,34,01-06-2022 00:00,https://techcrunch.com/2022/06/01/a16z-backed-loom-video-layoffs/,203,Series C,01-06-2022 23:34,United States,0.14,Unknown
Skillshare,New York City,Education,31,01-06-2022 00:00,Internal memo,136,Unknown,09-06-2022 19:53,United States,,Unknown
Impala,London,Travel,30,01-06-2022 00:00,https://newsletter.pragmaticengineer.com/p/the-scoop-13,32,Series B,10-06-2022 19:14,United Kingdom,0.35,Unknown
Eaze,SF Bay Area,Consumer,25,01-06-2022 00:00,https://www.businessinsider.com/cannabis-tech-startup-eaze-laid-off-employees-2022-6,202,Series D,02-06-2022 21:37,United States,,Unknown
Side,SF Bay Area,Real Estate,,01-06-2022 00:00,https://www.inman.com/2022/06/01/side-lays-off-10-of-workforce-1-year-after-unicorn-valuation/,313,Unknown,01-06-2022 23:57,United States,0.1,Unknown
Truck It In,Karachi,Logistics,,01-06-2022 00:00,https://techx.pk/truck-it-in-follows-the-airlift-and-swvl-path-laying-off-around-30-of-its-workforce/,17,Seed,01-06-2022 15:51,Pakistan,0.3,Unknown
Playtika,Tel Aviv,Consumer,250,31-05-2022 00:00,https://en.globes.co.il/en/article-israeli-mobile-games-co-playtika-to-lay-off-250-1001413811,,Post-IPO,31-05-2022 15:22,Israel,0.06,Unknown
Replicated,Los Angeles,Infrastructure,50,31-05-2022 00:00,https://www.replicated.com/blog/a-message-from-replicateds-ceo/,85,Series C,01-06-2022 15:49,United States,,Unknown
Tomo,Stamford,Finance,44,31-05-2022 00:00,https://www.businessinsider.com/purchase-mortgage-company-tomo-lays-off-staff-housing-market-slows-2022-5,110,Series A,01-06-2022 00:56,United States,0.33,Unknown
Getta,Tel Aviv,Transportation,30,31-05-2022 00:00,https://www.themarker.com/technation/2022-05-31/ty-article/.premium/00000181-18d2-d57f-afc1-b8d762210000,49,Series A,01-06-2022 01:03,Israel,,Unknown
BookClub,Salt Lake City,Education,12,31-05-2022 00:00,Internal memo,26,Series A,06-06-2022 21:00,United States,0.25,Unknown
Cerebral,SF Bay Area,Healthcare,,31-05-2022 00:00,https://www.bloomberg.com/news/articles/2022-05-31/cerebral-announces-layoffs-amid-script-cutbacks-legal-probe#xj4y7vzkg,462,Series C,03-06-2022 21:00,United States,,Unknown
SWVL,Dubai,Transportation,400,30-05-2022 00:00,https://techcrunch.com/2022/05/30/swvl-plans-to-lay-off-32-of-its-team-two-months-after-going-public/,132,Post-IPO,31-05-2022 02:08,United Arab Emirates,0.32,Unknown
Mobile Premier League,Bengaluru,Consumer,100,30-05-2022 00:00,https://www.moneycontrol.com/news/business/startup/exclusive-mobile-premier-league-to-lay-off-100-employees-exit-indonesia-market-8603881.html,375,Series E,31-05-2022 15:17,India,0.1,Unknown
SumUp,Sao Paulo,Finance,100,30-05-2022 00:00,https://financefwd.com/de/sumup-entlassungen-brasilien/,50,Unknown,31-05-2022 15:20,Brazil,0.03,Unknown
Tempus Ex,SF Bay Area,Data,,30-05-2022 00:00,Internal memo,36,Unknown,16-06-2022 04:11,United States,,Unknown
FrontRow,Bengaluru,Education,145,27-05-2022 00:00,https://inc42.com/buzz/exclusive-lightspeed-backed-frontrow-lays-off-145-employees-cut-cost/,17,Series A,31-05-2022 02:05,India,0.3,Unknown
Daloopa,New Delhi,Data,40,27-05-2022 00:00,https://www.moneycontrol.com/news/business/daloopa-lays-off-40-employees-noida-8620121.html,23,Series A,02-06-2022 03:23,India,,Unknown
Uncapped,London,Finance,29,27-05-2022 00:00,https://sifted.eu/articles/startup-tech-company-layoffs/,118,Unknown,28-05-2022 00:11,United Kingdom,0.26,Unknown
Akerna,Denver,Logistics,,27-05-2022 00:00,https://news.yahoo.com/akerna-announces-corporate-restructuring-213000829.html,46,Unknown,11-06-2022 04:00,United States,,Unknown
Terminus,Atlanta,Marketing,,27-05-2022 00:00,https://www.bizjournals.com/atlanta/inno/stories/news/2022/05/27/terminus-atlanta-startup-layoffs.html,120,Series C,28-05-2022 00:16,United States,,Unknown
Terminus,Atlanta,Marketing,,27-05-2022 00:00,https://www.bizjournals.com/atlanta/inno/stories/news/2022/05/27/terminus-atlanta-startup-layoffs.html,192,Unknown,19-02-2023 04:57,United States,,Unknown
VTEX,Sao Paulo,Retail,200,26-05-2022 00:00,https://www.bloomberglinea.com.br/2022/05/26/inverno-chegou-unicornios-vtex-e-bitso-fazem-demissao-em-massa/,365,Post-IPO,27-05-2022 03:23,Brazil,0.13,Unknown
Bitso,Mexico City,Crypto,80,26-05-2022 00:00,https://www.coindesk.com/business/2022/05/26/top-latin-american-crypto-exchange-bitso-lays-off-80-employees/,378,Series C,27-05-2022 03:27,Mexico,0.11,Unknown
Foodpanda,Bucharest,Food,80,26-05-2022 00:00,https://sifted.eu/articles/glovo-foodpanda-layoffs/,749,Acquired,28-05-2022 00:12,Romania,,Unknown
Dazn,London,Consumer,50,26-05-2022 00:00,https://deadline.com/2022/05/dazn-50-roles-redundant-london-1235033389/,,Unknown,11-06-2022 04:02,United Kingdom,0.02,Unknown
Lacework,SF Bay Area,Security,300,25-05-2022 00:00,https://twitter.com/GergelyOrosz/status/1529575067117658112,1900,Series D,25-05-2022 23:03,United States,0.2,Unknown
Bolt,SF Bay Area,Finance,240,25-05-2022 00:00,https://www.forbes.com/sites/kenrickcai/2022/05/25/checkout-startup-bolt-lays-off-more-than-200-people-or-at-least-25-of-its-staff/?sh=1789cd092201,1300,Series E,25-05-2022 17:57,United States,0.27,Unknown
PeerStreet,Los Angeles,Finance,75,25-05-2022 00:00,Internal memo,121,Series C,28-05-2022 15:59,United States,,Unknown
Kontist,Berlin,Finance,50,25-05-2022 00:00,https://financefwd.com/de/kontist-entlassungen/,53,Series B,25-05-2022 13:51,Germany,0.25,Unknown
Nuri,Berlin,Finance,45,25-05-2022 00:00,https://www.handelsblatt.com/finanzen/banken-versicherungen/banken/fintech-berliner-neobank-nuri-streicht-jede-fuenfte-stelle/28373716.html,42,Series B,25-05-2022 13:50,Germany,0.2,Unknown
Coterie Insurance,Cincinnati,Finance,30,25-05-2022 00:00,https://www.bizjournals.com/cincinnati/inno/stories/news/2022/05/27/cincinnati-tech-startup-coterie-cuts-downs.html,70,Series B,27-05-2022 03:49,United States,0.2,Unknown
Airlift,Lahore,Logistics,,25-05-2022 00:00,https://profit.pakistantoday.com.pk/2022/05/25/airlift-closes-down-operations-in-south-africa-smaller-cities-in-pakistan-amidst-global-downturn/,109,Series B,25-05-2022 21:07,Pakistan,0.31,Unknown
Getir,Istanbul,Food,,25-05-2022 00:00,https://techcrunch.com/2022/05/25/getir-the-12b-instant-delivery-startup-plans-to-axe-14-of-staff-globally-and-cut-aggressive-expansion-plans/,1800,Series E,25-05-2022 15:42,Turkey,0.14,Unknown
Zapp,London,Food,,25-05-2022 00:00,https://sifted.eu/articles/zapp-layoffs-staff/,300,Unknown,27-05-2022 03:46,United Kingdom,0.1,Unknown
Gorillas,Berlin,Food,300,24-05-2022 00:00,https://www.theverge.com/2022/5/24/23139272/gorillas-on-demand-grocery-delivery-app-lays-off-employees-hq,1300,Series C,24-05-2022 15:00,Germany,0.5,Unknown
Zenius,Jakarta,Education,200,24-05-2022 00:00,https://www.cnnindonesia.com/ekonomi/20220524142448-92-800561/zenius-phk-lebih-dari-200-karyawan,20,Series B,25-05-2022 03:28,Indonesia,,Unknown
The Zebra,Austin,Finance,40,24-05-2022 00:00,https://coverager.com/layoffs-at-the-zebra/,256,Series D,25-05-2022 03:33,United States,,Unknown
Klarna,Stockholm,Finance,700,23-05-2022 00:00,https://www.di.se/digital/sparpaket-pa-klarna-sparkar-10-procent-av-alla-anstallda/,3700,Unknown,23-05-2022 15:56,Sweden,0.1,Unknown
PayPal,SF Bay Area,Finance,83,23-05-2022 00:00,https://www.bizjournals.com/sanjose/news/2022/05/23/paypal-lays-off-83-workers-from-san-jose-hq.html,216,Post-IPO,26-05-2022 03:02,United States,,Unknown
Buenbit,Buenos Aires,Crypto,80,23-05-2022 00:00,https://www.coindesk.com/business/2022/05/24/argentinian-crypto-exchange-buenbit-cuts-45-of-staff-due-to-tech-industry-downturn/,11,Series A,25-05-2022 13:53,Argentina,0.45,Unknown
BeyondMinds,Tel Aviv,Data,65,23-05-2022 00:00,https://en.globes.co.il/en/article-beyondminds-shuts-down-lays-off-65-1001412743,16,Series A,23-05-2022 16:02,Israel,1,Unknown
ClickUp,San Diego,Other,60,23-05-2022 00:00,https://www.protocol.com/bulletins/clickup-layoff-productivity-app,537,Series C,25-05-2022 03:21,United States,0.07,Unknown
Airtime,New York City,Consumer,30,23-05-2022 00:00,Internal memo,33,Series B,17-08-2022 18:42,United States,0.2,Unknown
Olist,Curitiba,Retail,,23-05-2022 00:00,"https://www.terra.com.br/noticias/tecnologia/inovacao/unicornio-olist-faz-demissoes-mas-rechaca-crise-na-companhia,255c294ee9e32047e1720aa6397f08e8pvf4joya.html",322,Series E,25-05-2022 03:31,Brazil,,Unknown
MFine,Bengaluru,Healthcare,600,21-05-2022 00:00,https://inc42.com/buzz/exclusive-healthtech-startup-mfine-fires-600-employees/,97,Series C,22-05-2022 01:06,India,0.75,Unknown
Latch,New York City,Security,130,20-05-2022 00:00,https://www.globenewswire.com/news-release/2022/05/20/2447915/0/en/Latch-resets-cost-structure.html,342,Post-IPO,21-05-2022 21:28,United States,0.28,Unknown
Outside,Boulder,Media,87,20-05-2022 00:00,https://www.adweek.com/media/outside-inc-lays-off-15-of-staff-as-it-transitions-to-digital/,174,Series B,22-05-2022 01:47,United States,0.15,Unknown
Skillz,SF Bay Area,Consumer,70,20-05-2022 00:00,https://techcrunch.com/2022/05/20/startup-tech-layoff-may-week-3/,287,Post-IPO,21-05-2022 21:16,United States,0.1,Unknown
Cars24,Gurugram,Transportation,600,19-05-2022 00:00,https://entrackr.com/2022/05/softbank-backed-cars24-lays-off-600-employees/,1300,Series G,19-05-2022 14:39,India,0.06,Unknown
Vedantu,Bengaluru,Education,424,18-05-2022 00:00,https://economictimes.indiatimes.com/tech/startups/vedantu-says-it-is-laying-off-another-424-employees/articleshow/91636698.cms,292,Series E,18-05-2022 15:48,India,0.07,Unknown
Netflix,SF Bay Area,Media,150,17-05-2022 00:00,https://www.cnbc.com/2022/05/17/netflix-lays-off-150-employees-as-the-streaming-service-contends-with-big-subscriber-losses.html,121900,Post-IPO,17-05-2022 18:58,United States,0.01,Unknown
Kry,Stockholm,Healthcare,100,17-05-2022 00:00,https://www.di.se/digital/sparpaket-pa-kry-varslar-100-personer/,568,Series D,17-05-2022 14:22,Sweden,0.1,Unknown
Picsart,Miami,Consumer,90,17-05-2022 00:00,https://www.theinformation.com/articles/picsart-a-photo-editing-startup-for-creators-cuts-8-of-workforce,195,Series C,17-05-2022 22:26,United States,0.08,Unknown
Zak,Sao Paulo,Food,100,16-05-2022 00:00,https://www.baguete.com.br/noticias/16/05/2022/zak-demite-40-da-equipe,29,Series A,17-05-2022 19:49,United States,0.4,Unknown
Zulily,Seattle,Retail,,16-05-2022 00:00,https://www.geekwire.com/2022/online-retailer-zulily-lays-off-corporate-workers-as-parent-qurate-aims-to-cut-expenses/,194,Acquired,17-05-2022 14:17,United States,,Unknown
AliExpress Russia,Moscow,Retail,400,14-05-2022 00:00,https://asia.nikkei.com/Politics/Ukraine-war/Alibaba-s-Russian-venture-slashes-40-of-staff-amid-Ukraine-war,60,Acquired,14-05-2022 01:12,Russia,0.4,Unknown
Thirty Madison,New York City,Healthcare,24,14-05-2022 00:00,https://usanewsweb.com/hybrid-clinic-thirty-madison-lays-off-24-folks-after-nurx-merger/,209,Acquired,16-05-2022 05:01,United States,,Unknown
CommonBond,New York City,Finance,22,13-05-2022 00:00,https://www.linkedin.com/feed/update/urn:li:activity:6930967047673708544/,130,Series D,25-05-2022 20:55,United States,,Unknown
Subspace,Los Angeles,Infrastructure,,13-05-2022 00:00,https://www.linkedin.com/posts/subspace-com_we-regret-to-announce-that-effective-may-activity-6930952295824207873-2z25/,,Series B,17-05-2022 03:14,United States,1,Unknown
Zwift,Los Angeles,Fitness,150,12-05-2022 00:00,https://www.dcrainmaker.com/2022/05/zwift-cancels-smart-bike-hardware-plans-announces-significant-layoffs.html,619,Series C,12-05-2022 14:35,United States,,Unknown
Section4,New York City,Education,32,12-05-2022 00:00,https://techcrunch.com/2022/05/12/professor-scott-galloways-edtech-startup-section-4-lay-offs/,37,Series A,12-05-2022 23:29,United States,,Unknown
Tripwire,Portland,Security,,12-05-2022 00:00,https://www.oregonlive.com/silicon-forest/2022/05/tripwires-new-owner-lays-off-dozens-3-months-after-buying-portland-tech-company.html,29,Acquired,12-05-2022 18:35,United States,,Unknown
DataRobot,Boston,Data,70,11-05-2022 00:00,https://www.theinformation.com/briefings/ai-startup-datarobot-lays-off-7-in-cost-cutting-move,1000,Series G,11-05-2022 17:48,United States,0.07,Unknown
Carvana,Phoenix,Transportation,2500,10-05-2022 00:00,https://techcrunch.com/2022/05/10/carvana-to-cut-2500-staff-as-it-struggles-with-overcapacity/,1600,Post-IPO,10-05-2022 15:35,United States,0.12,Unknown
